id,api_entity_with_single_des_id,qualified_name,single_description,final_annotation_type,core_verb
852,24404,javax.swing.JMenuItem.updateUI(),Resets the UI property with a value from the current look and feel.,56,reset
853,26676,javax.swing.plaf.basic.BasicSplitPaneUI.startDragging(),"Should be messaged before the dragging session starts, resets lastDragLocation and dividerSize.",56,\N
854,17216,java.util.regex.Matcher.reset(java.lang.CharSequence),Resets this matcher with a new input sequence.,56,reset
855,18086,javax.crypto.MacSpi.engineDoFinal(),"Completes the MAC computation and resets the MAC for further use, maintaining the secret key that the MAC was initialized with.",14,complete
856,30880,javax.xml.parsers.SAXParser.reset(),Reset this SAXParser to its original configuration.,56,reset
857,36347,"android.app.usage.UsageStatsManager.queryEvents(long,long)",Query for events in the given time range.,53,query
858,33165,org.omg.PortableInterceptor.ServerRequestInterceptorOperations.send_other(org.omg.PortableInterceptor.ServerRequestInfo),Allows an Interceptor to query the information available when a request results in something other than a normal reply or an exception.,6,\N
859,31264,javax.xml.stream.XMLOutputFactory.isPropertySupported(java.lang.String),Query the set of properties that this factory supports.,62,query
860,33166,org.omg.PortableInterceptor.ServerRequestInterceptorOperations.send_reply(org.omg.PortableInterceptor.ServerRequestInfo),Allows an Interceptor to query reply information and modify the reply service context after the target operation has been invoked and before the reply is returned to the client.,6,allow
861,52936,android.view.Window.hasFeature(int),Query for the availability of a certain feature.,53,query
862,34808,android.app.DownloadManager.query(android.app.DownloadManager.Query),Query the download manager about downloads that have been requested.,53,query
863,13825,java.time.temporal.TemporalQueries.chronology(),A query for the Chronology.,53,\N
864,47162,android.provider.CallLog.Calls.getLastOutgoingCall(android.content.Context),Query the call log database for the last dialed number.,53,query
865,48504,android.speech.tts.TextToSpeech.getVoices(),Query the engine about the set of available voices.,53,query
866,13694,java.time.format.DateTimeFormatter.parsedLeapSecond(),A query that provides access to whether a leap-second was parsed.,53,\N
867,47313,"android.provider.MediaStore.Images.Thumbnails.cancelThumbnailRequest(android.content.ContentResolver,long,long)",This method cancels the thumbnail request so clients waiting for getThumbnail will be interrupted and return immediately.,85,cancel
868,55990,android.widget.TextView.cancelLongPress(),Cancels a pending long press.,85,cancel
869,46014,android.os.CancellationSignal.cancel(),Cancels the operation and signals the cancellation listener.,85,cancel
870,34704,android.app.Dialog.cancel(),Cancel the dialog.,85,cancel
871,35768,android.app.VoiceInteractor.Request.cancel(),Cancel this active request.,85,cancel
872,35507,android.app.NotificationManager.cancelAll(),Cancel all previously shown notifications.,85,cancel
873,35506,"android.app.NotificationManager.cancel(java.lang.String,int)",Cancel a previously shown notification.,85,cancel
874,47319,"android.provider.MediaStore.Video.Thumbnails.cancelThumbnailRequest(android.content.ContentResolver,long,long)",This method cancels the thumbnail request so clients waiting for getThumbnail will be interrupted and return immediately.,85,cancel
875,36490,android.bluetooth.BluetoothGatt.disconnect(),"Disconnects an established connection, or cancels a connection attempt currently in progress.",0,disconnect
876,39454,android.graphics.Path.reset(),"Clear any lines and curves from the path, making it empty.",29,clear
877,44991,android.net.Uri.Builder.clearQuery(),Clears the the previously set query.,29,clear
878,42954,android.location.Location.reset(),Clears the contents of the location.,29,clear
879,41581,android.icu.text.MessagePattern.clearPatternAndSetApostropheMode(android.icu.text.MessagePattern.ApostropheMode),Clears this MessagePattern and sets the ApostropheMode.,29,clear
880,35662,android.app.SearchManager.setOnDismissListener(android.app.SearchManager.OnDismissListener),Set or clear the callback that will be invoked whenever the search UI is dismissed.,77,set
881,6274,java.awt.image.renderable.ParameterBlock.removeSources(),Clears the list of source images.,29,clear
882,22954,javax.swing.ButtonModel.setRollover(boolean),Sets or clears the button's rollover state,77,set
883,54058,android.webkit.WebView.clearMatches(),Clears the highlighting surrounding text matches created by findAllAsync(String).,29,clear
884,51074,android.util.LruCache.evictAll(),"Clear the cache, calling entryRemoved(boolean, K, V, V) on each removed entry.",29,clear
885,24272,javax.swing.JList.setModel(javax.swing.ListModel<javax.swing.JList>),"Sets the model that represents the contents or \value\"" of the list",77,set
886,57509,"java.text.MessageFormat.format(java.lang.String,java.lang.Object)",Creates a MessageFormat with the given pattern and uses it to format the given arguments.,15,format
887,50236,"android.text.format.DateUtils.formatDateTime(android.content.Context,long,int)",Formats a date or a time according to the local conventions.,24,format
888,51261,android.view.ViewDebug.ExportedProperty.formatToHexString(),Indicates whether or not to format an int or byte value as a hex string.,65,indicate
889,41198,"android.icu.text.DateFormat.getDateInstance(android.icu.util.Calendar,int,android.icu.util.ULocale)",Creates a DateFormat object that can be used to format dates in the calendar system specified by cal.,15,create
890,41721,android.icu.text.PluralFormat.format(double),Formats a plural message for a given number.,24,format
891,41205,"android.icu.text.DateFormat.getDateTimeInstance(android.icu.util.Calendar,int,int,android.icu.util.ULocale)",Creates a DateFormat object that can be used to format dates and times in the calendar system specified by cal.,15,create
892,50211,"android.text.TextUtils.listEllipsize(android.content.Context,java.util.List<java.lang.CharSequence>,java.lang.String,android.text.TextPaint,float,int)","Formats a list of CharSequences by repeatedly inserting the separator between them, but stopping when the resulting sequence is too wide for the specified width.",24,format
893,41548,"android.icu.text.MessageFormat.format(java.lang.String,,Â java.lang.Object>)",Creates a MessageFormat with the given pattern and uses it to format the given arguments.,15,create
894,41197,"android.icu.text.DateFormat.getDateInstance(android.icu.util.Calendar,int)",Creates a DateFormat object for the default locale that can be used to format dates in the calendar system specified by cal.,15,create
895,13675,java.time.format.DateTimeFormatter.format(java.time.temporal.TemporalAccessor),Formats a date-time object using this formatter.,24,format
896,51216,android.util.SparseLongArray.indexOfValue(long),"Returns an index for which valueAt(int) would return the specified key, or a negative number if no keys map to the specified value.",54,return
897,46564,android.os.health.HealthStats.getStatsKeyCount(),Get the number of HealthStat map values in this object.,54,get
898,30584,"javax.xml.crypto.dom.DOMCryptoContext.putNamespacePrefix(java.lang.String,java.lang.String)",This implementation uses an internal HashMap to map the URI to the specified prefix.,31,\N
899,30589,"javax.xml.crypto.dom.DOMCryptoContext.setProperty(java.lang.String,java.lang.Object)",This implementation uses an internal HashMap to map the name to the specified object.,31,\N
900,29880,javax.swing.tree.DefaultTreeCellRenderer.setFont(java.awt.Font),Subclassed to map FontUIResources to null.,31,\N
901,49810,android.test.mock.MockPackageManager.currentToCanonicalPackageNames(java.lang.String),Map from the current package names in use on the device to whatever the current canonical name of that package is.,31,map
902,51062,android.util.LongSparseArray.indexOfValue(E),"Returns an index for which valueAt(int) would return the specified key, or a negative number if no keys map to the specified value.",54,return
903,45587,android.nfc.NdefRecord.toMimeType(),"Map this record to a MIME type, or return null if it cannot be mapped.",31,map
904,37856,android.content.pm.PackageManager.currentToCanonicalPackageNames(java.lang.String),Map from the current package names in use on the device to whatever the current canonical name of that package is.,31,map
905,30583,"javax.xml.crypto.dom.DOMCryptoContext.put(java.lang.Object,java.lang.Object)",This implementation uses an internal HashMap to map the key to the specified object.,31,\N
906,19146,"javax.lang.model.util.SimpleTypeVisitor6.visitDeclared(javax.lang.model.type.DeclaredType,javax.lang.model.util.SimpleTypeVisitor6)",Visits a declared type.,7,visit
907,19117,"javax.lang.model.util.ElementScanner6.visitExecutable(javax.lang.model.element.ExecutableElement,javax.lang.model.util.ElementScanner6)",Visits an executable element.,7,visit
908,19154,"javax.lang.model.util.SimpleTypeVisitor7.visitUnion(javax.lang.model.type.UnionType,javax.lang.model.util.SimpleTypeVisitor7)",This implementation visits a UnionType by calling defaultAction.,53,visit
909,18928,"javax.lang.model.element.AnnotationValueVisitor.visitUnknown(javax.lang.model.element.AnnotationValue,javax.lang.model.element.AnnotationValueVisitor)",Visits an unknown kind of annotation value.,7,visit
910,18944,"javax.lang.model.element.ElementVisitor.visitType(javax.lang.model.element.TypeElement,javax.lang.model.element.ElementVisitor)",Visits a type element.,7,visit
911,19074,"javax.lang.model.util.AbstractElementVisitor6.visit(javax.lang.model.element.Element,javax.lang.model.util.AbstractElementVisitor6)",Visits any program element as if by passing itself to that element's accept method.,7,visit
912,18923,"javax.lang.model.element.AnnotationValueVisitor.visitInt(int,javax.lang.model.element.AnnotationValueVisitor)",Visits an int value in an annotation.,7,visit
913,19079,"javax.lang.model.util.AbstractTypeVisitor6.visitIntersection(javax.lang.model.type.IntersectionType,javax.lang.model.util.AbstractTypeVisitor6)",Visits an IntersectionType element by calling visitUnknown.,7,visit
914,19016,"javax.lang.model.type.TypeVisitor.visitArray(javax.lang.model.type.ArrayType,javax.lang.model.type.TypeVisitor)",Visits an array type.,7,visit
915,19145,"javax.lang.model.util.SimpleTypeVisitor6.visitArray(javax.lang.model.type.ArrayType,javax.lang.model.util.SimpleTypeVisitor6)",Visits an array type.,7,visit
916,30418,javax.xml.bind.annotation.XmlAccessOrder.values(),"Returns an array containing the constants of this enum type, in the order they are declared.",31,return
917,4355,java.awt.Dialog.ModalityType.values(),"Returns an array containing the constants of this enum type, in the order they are declared.",31,return
918,25833,javax.swing.GroupLayout.Alignment.values(),"Returns an array containing the constants of this enum type, in the order they are declared.",31,return
919,8320,java.lang.annotation.ElementType.values(),"Returns an array containing the constants of this enum type, in the order they are declared.",31,return
920,11222,java.security.cert.PKIXRevocationChecker.Option.values(),"Returns an array containing the constants of this enum type, in the order they are declared.",31,return
921,27648,javax.swing.plaf.nimbus.AbstractRegionPainter.PaintContext.CacheMode.values(),"Returns an array containing the constants of this enum type, in the order they are declared.",31,return
922,33433,org.w3c.dom.TypeInfo.getTypeNamespace(),The namespace of the type declared for the associated element or attribute or null if the element does not have declaration or if no namespace information is available.,54,\N
923,12188,java.sql.JDBCType.values(),"Returns an array containing the constants of this enum type, in the order they are declared.",31,return
924,13769,java.time.format.TextStyle.values(),"Returns an array containing the constants of this enum type, in the order they are declared.",31,return
925,18895,javax.jws.soap.SOAPBinding.Style.values(),"Returns an array containing the constants of this enum type, in the order they are declared.",31,return
926,54763,android.widget.Chronometer.stop(),Stop counting up.,0,stop
927,29844,javax.swing.tree.DefaultTreeCellEditor.stopCellEditing(),"If the realEditor will allow editing to stop, the realEditor is removed and true is returned, otherwise false is returned.",54,\N
928,54151,android.webkit.WebView.stopLoading(),Stops the current load.,0,stop
929,53546,android.view.inputmethod.InputMethod.bindInput(android.view.inputmethod.InputBinding),"Bind a new application environment in to the input method, so that it can later start and stop input processing.",79,bind
930,36590,android.bluetooth.BluetoothHeadset.stopVoiceRecognition(android.bluetooth.BluetoothDevice),"Stop Bluetooth Voice Recognition mode, and shut down the Bluetooth audio path.",0,stop
931,25698,javax.swing.Timer.stop(),"Stops the Timer, causing it to stop sending action events to its listeners.",0,stop
932,43169,android.media.AudioManager.stopBluetoothSco(),Stop bluetooth SCO audio connection.,0,stop
933,43986,android.media.SoundPool.stop(int),Stop a playback stream.,0,stop
934,26891,javax.swing.plaf.basic.BasicTreeUI.stopEditing(javax.swing.JTree),Stops the current editing session.,0,stop
935,22956,javax.swing.CellEditor.addCellEditorListener(javax.swing.event.CellEditorListener),"Adds a listener to the list that's notified when the editor stops, or cancels editing.",61,add
936,3276,java.awt.EventQueue.dispatchEvent(java.awt.AWTEvent),Dispatches an event.,19,dispatch
937,52621,android.view.ViewGroup.dispatchKeyEventPreIme(android.view.KeyEvent),Dispatch a key event before it is processed by any input method associated with the view hierarchy.,19,dispatch
938,53663,android.view.inputmethod.InputConnectionWrapper.getHandler(),Called by the InputMethodManager to enable application developers to specify a dedicated Handler on which incoming IPC method calls from input methods will be dispatched.,9,\N
939,51428,"android.view.View.OnHoverListener.onHover(android.view.View,android.view.MotionEvent)",Called when a hover event is dispatched to a view.,9,call
940,52626,android.view.ViewGroup.dispatchSetSelected(boolean),Dispatch setSelected to all of this View's children.,19,dispatch
941,56250,"android.widget.TimePicker.dispatchProvideAutofillStructure(android.view.ViewStructure,int)","Dispatches creation of a ViewStructures for autofill purposes down the hierarchy, when an Assist structure is being created as part of an autofill request.",19,dispatch
942,55635,android.widget.ScrollView.executeKeyEvent(android.view.KeyEvent),"You can call this function yourself to have the scroll view perform scrolling from a key event, just as if the event had been dispatched to it by the view hierarchy.",9,\N
943,54828,"android.widget.DatePicker.dispatchProvideAutofillStructure(android.view.ViewStructure,int)","Dispatches creation of a ViewStructures for autofill purposes down the hierarchy, when an Assist structure is being created as part of an autofill request.",19,dispatch
944,54328,"android.widget.AbsListView.dispatchDrawableHotspotChanged(float,float)",Dispatches drawable hotspot changes to child views that meet at least one of the following criteria: Returns false from both isClickable() and isLongClickable() Requests duplication of parent state via setDuplicateParentStateEnabled(boolean),19,dispatch
945,55311,android.widget.NumberPicker.dispatchHoverEvent(android.view.MotionEvent),Dispatch a hover event.,19,dispatch
946,55748,android.widget.SimpleCursorTreeAdapter.setViewBinder(android.widget.SimpleCursorTreeAdapter.ViewBinder),Sets the binder used to bind data to views.,77,set
947,9040,"java.net.DatagramSocketImpl.bind(int,java.net.InetAddress)",Binds a datagram socket to a local port and address.,79,bind
948,46919,android.preference.SwitchPreference.onBindView(android.view.View),Binds the created View to the data for this Preference.,79,bind
949,9263,java.net.Socket.bind(java.net.SocketAddress),Binds the socket to a local address.,79,bind
950,31121,javax.xml.stream.XMLEventWriter.setDefaultNamespace(java.lang.String),Binds a URI to the default namespace This URI is bound in the scope of the current START_ELEMENT / END_ELEMENT pair.,79,bind
951,46892,android.preference.PreferenceScreen.bind(android.widget.ListView),Binds a ListView to the preferences contained in this PreferenceScreen via getRootAdapter().,79,bind
952,46641,android.preference.CheckBoxPreference.onBindView(android.view.View),Binds the created View to the data for this Preference.,79,bind
953,9244,java.net.ServerSocket.bind(java.net.SocketAddress),Binds the ServerSocket to a specific address (IP address and port number).,79,bind
954,20392,"javax.naming.Context.rename(javax.naming.Name,javax.naming.Name)","Binds a new name to the object bound to an old name, and unbinds the old name.",79,bind
955,55742,android.widget.SimpleCursorAdapter.setViewBinder(android.widget.SimpleCursorAdapter.ViewBinder),Sets the binder used to bind data to views.,77,set
956,45713,android.nfc.tech.NfcA.close(),"Disable I/O operations to the tag from this TagTechnology object, and release resources.",17,\N
957,45694,android.nfc.tech.Ndef.close(),"Disable I/O operations to the tag from this TagTechnology object, and release resources.",17,\N
958,35989,"android.app.admin.DevicePolicyManager.setCameraDisabled(android.content.ComponentName,boolean)","Called by an application that is administering the device to disable all cameras on the device, for this user.",9,\N
959,46725,android.preference.Preference.getShouldDisableView(),Checks whether this Preference should disable its view when it's action is disabled.,65,check
960,36031,"android.app.admin.DevicePolicyManager.setStatusBarDisabled(android.content.ComponentName,boolean)",Called by device owner to disable the status bar.,9,disable
961,52384,android.view.View.setDrawingCacheEnabled(boolean),Enables or disables the drawing cache.,78,\N
962,38617,android.database.sqlite.SQLiteOpenHelper.setWriteAheadLoggingEnabled(boolean),Enables or disables the use of write-ahead logging for the database.,78,enables
963,35868,"android.app.admin.DeviceAdminReceiver.onDisableRequested(android.content.Context,android.content.Intent)","Called when the user has asked to disable the administrator, as a result of receiving ACTION_DEVICE_ADMIN_DISABLE_REQUESTED, giving you a chance to present a warning message to them.",9,\N
964,55283,android.widget.NumberPicker.dispatchTouchEvent(android.view.MotionEvent),"Pass the touch screen motion event down to the target view, or this view if it is the target.",19,pass
965,52075,android.view.View.dispatchTrackballEvent(android.view.MotionEvent),Pass a trackball motion event down to the focused view.,19,pass
966,38866,android.gesture.GestureOverlayView.dispatchTouchEvent(android.view.MotionEvent),"Pass the touch screen motion event down to the target view, or this view if it is the target.",19,pass
967,43773,android.media.MediaRecorder.setOutputFile(java.io.File),Pass in the file object to be written.,19,\N
968,52998,android.view.Window.superDispatchTouchEvent(android.view.MotionEvent),"Used by custom windows, such as Dialog, to pass the touch screen event further down the view hierarchy.",19,pass
969,52629,android.view.ViewGroup.dispatchTrackballEvent(android.view.MotionEvent),Pass a trackball motion event down to the focused view.,19,pass
970,6114,"java.awt.image.ReplicateScaleFilter.setPixels(int,int,int,int,java.awt.image.ColorModel,byte[],int,int)","Choose which rows and columns of the delivered byte pixels are needed for the destination scaled image and pass through just those rows and columns that are needed, replicated as necessary.",42,choose
971,52999,android.view.Window.superDispatchTrackballEvent(android.view.MotionEvent),"Used by custom windows, such as Dialog, to pass the trackball event further down the view hierarchy.",19,pass
972,44606,android.media.tv.TvView.dispatchTouchEvent(android.view.MotionEvent),"Pass the touch screen motion event down to the target view, or this view if it is the target.",19,pass
973,52996,android.view.Window.superDispatchKeyEvent(android.view.KeyEvent),"Used by custom windows, such as Dialog, to pass the key press event further down the view hierarchy.",19,pass
974,16890,"java.util.jar.Pack200.Packer.pack(java.util.jar.JarFile,java.io.OutputStream)",Takes a JarFile and converts it into a Pack200 archive.,31,convert
975,49808,"android.test.mock.MockPackageManager.checkSignatures(int,int)","Like checkSignatures(String, String), but takes UIDs of the two packages to be checked.",65,\N
976,36875,android.content.AsyncTaskLoader.onCancelLoad(),Subclasses must implement this to take care of requests to cancelLoad().,53,\N
977,42632,"android.inputmethodservice.AbstractInputMethodService.AbstractInputMethodSessionImpl.dispatchTrackballEvent(int,android.view.MotionEvent,android.view.inputmethod.InputMethodSession.EventCallback)","Take care of dispatching incoming trackball events to the appropriate callbacks on the service, and tell the client when this is done.",19,dispatch
978,29301,"javax.swing.text.TextAction.augmentList(javax.swing.Action[],javax.swing.Action[])",Takes one list of commands and augments it with another list of commands.,53,take
979,50533,"android.text.style.TtsSpan.DecimalBuilder.setArgumentsFromDouble(double,int,int)","Convenience method takes a double and a maximum number of fractional digits, it sets the ARG_INTEGER_PART and ARG_FRACTIONAL_PART arguments.",77,set
980,37591,android.content.Loader.onForceLoad(),Subclasses must implement this to take care of requests to forceLoad().,53,\N
981,44075,android.media.audiofx.AudioEffect.setControlStatusListener(android.media.audiofx.AudioEffect.OnControlStatusChangeListener),Sets the listener AudioEffect notifies when the effect engine control is taken or returned.,77,set
982,15539,java.util.concurrent.BlockingDeque.putLast(java.util.concurrent.BlockingDeque),"Inserts the specified element at the end of this deque, waiting if necessary for space to become available.",61,insert
983,15650,"java.util.concurrent.ScheduledExecutorService.schedule(java.util.concurrent.Callable<V>,long,java.util.concurrent.TimeUnit)",Creates and executes a ScheduledFuture that becomes enabled after the given delay.,15,\N
984,22175,"javax.sound.sampled.TargetDataLine.open(javax.sound.sampled.AudioFormat,int)","Opens the line with the specified format and requested buffer size, causing the line to acquire any required system resources and become operational.",46,open
985,56404,android.widget.ViewFlipper.isAutoStart(),Returns true if this view automatically calls startFlipping() when it becomes attached to a window.,54,return
986,24492,javax.swing.JPopupMenu.firePopupMenuWillBecomeInvisible(),Notifies PopupMenuListeners that this popup menu will become invisible.,33,notify
987,21953,javax.sound.midi.MidiDevice.open(),"Opens the device, indicating that it should now acquire any system resources it requires and become operational.",46,open
988,16223,"java.util.concurrent.LinkedBlockingQueue.offer(java.util.concurrent.LinkedBlockingQueue,long,java.util.concurrent.TimeUnit)","Inserts the specified element at the tail of this queue, waiting if necessary up to the specified wait time for space to become available.",61,insert
989,54583,android.widget.AdapterViewFlipper.setAutoStart(boolean),Set if this view automatically calls startFlipping() when it becomes attached to a window.,77,set
990,15526,"java.util.concurrent.BlockingDeque.offer(java.util.concurrent.BlockingDeque,long,java.util.concurrent.TimeUnit)","Inserts the specified element into the queue represented by this deque (in other words, at the tail of this deque), waiting up to the specified wait time if necessary for space to become available.",61,insert
991,23654,javax.swing.JComboBox.firePopupMenuWillBecomeVisible(),Notifies PopupMenuListeners that the popup portion of the combo box will become visible.,33,notify
992,51852,"android.view.MotionEvent.getPointerCoords(int,android.view.MotionEvent.PointerCoords)",Populates a MotionEvent.PointerCoords object with pointer coordinate data for the specified pointer index.,57,populate
993,11844,java.sql.ResultSet.getMetaData(),"Retrieves the number, types and properties of this ResultSet object's columns.",54,retrieve
994,33298,org.w3c.dom.Document.getImplementation(),The DOMImplementation object that handles this document.,54,\N
995,33399,org.w3c.dom.Node.getOwnerDocument(),The Document object associated with this node.,54,\N
996,45824,"android.opengl.GLU.gluUnProject(float,float,float,float[],int,float[],int,int[],int,float[],int)",Map window coordinates to object coordinates.,31,map
997,31069,javax.xml.soap.SOAPMessage.getAttachments(javax.xml.soap.MimeHeaders),Retrieves all the AttachmentPart objects that have header entries that match the specified headers.,54,retrieve
998,41294,android.icu.text.DateIntervalFormat.clone(),Clone this Format object polymorphically.,80,clone
999,22230,"javax.sound.sampled.AudioSystem.getSourceDataLine(javax.sound.sampled.AudioFormat,javax.sound.sampled.Mixer.Info)","Obtains a source data line that can be used for playing back audio data in the format specified by the AudioFormat object, provided by the mixer specified by the Mixer.Info object.",54,obtain
1000,53843,android.webkit.CookieSyncManager.run(),"When an object implementing interface Runnable is used to create a thread, starting the thread causes the object's run method to be called in that separately executing thread.",53,\N
1001,21821,javax.security.auth.kerberos.ServicePermission.equals(java.lang.Object),Checks two ServicePermission objects for equality.,65,check
1002,49945,"android.text.Spannable.setSpan(java.lang.Object,int,int,int)","Attach the specified markup object to the range start…end of the text, or move the object to that range if it was already attached elsewhere.",79,attach
1003,35049,android.app.FragmentTransaction.attach(android.app.Fragment),Re-attach a fragment after it had previously been detached from the UI with detach(Fragment).,79,reattach
1004,35194,"android.app.ListFragment.onViewCreated(android.view.View,android.os.Bundle)",Attach to list view once the view hierarchy has been created.,79,attach
1005,55379,android.widget.PopupWindow.setAttachedInDecor(boolean),This will attach the popup window to the decor frame of the parent window to avoid overlaping with screen decorations like the navigation bar.,79,attach
1006,45344,android.net.wifi.aware.AttachCallback.onAttachFailed(),"Called when Aware attach operation attach(AttachCallback, android.os.Handler) failed.",9,call
1007,45391,"android.net.wifi.aware.WifiAwareManager.attach(android.net.wifi.aware.AttachCallback,android.net.wifi.aware.IdentityChangedListener,android.os.Handler)",Attach to the Wi-Fi Aware service - enabling the application to create discovery sessions or create connections to peers.,79,attach
1008,49947,android.text.Spanned.getSpanFlags(java.lang.Object),"Return the flags that were specified when setSpan(Object, int, int, int) was used to attach the specified markup object, or 0 if the specified object has not been attached.",54,return
1009,50117,android.text.SpannableString.getSpanFlags(java.lang.Object),"Return the flags that were specified when setSpan(Object, int, int, int) was used to attach the specified markup object, or 0 if the specified object has not been attached.",54,return
1010,45390,"android.net.wifi.aware.WifiAwareManager.attach(android.net.wifi.aware.AttachCallback,android.os.Handler)",Attach to the Wi-Fi Aware service - enabling the application to create discovery sessions or create connections to peers.,79,attach
1011,35393,android.app.Notification.MediaStyle.setMediaSession(android.media.session.MediaSession.Token),Attach a MediaSession.Token to this Notification to provide additional playback information and control to the SystemUI.,79,attach
1012,10685,"java.security.KeyStoreSpi.engineSetCertificateEntry(java.lang.String,java.security.cert.Certificate)",Assigns the given certificate to the given alias.,77,assign
1013,53749,"android.view.textclassifier.TextClassification.Builder.setEntityType(java.lang.String,float)",Sets an entity type for the classification result and assigns a confidence score.,77,set
1014,51437,"android.view.ViewManager.addView(android.view.View,android.view.ViewGroup.LayoutParams)",Assign the passed LayoutParams to the passed View and add the view to the window.,77,assign
1015,39133,android.graphics.ColorMatrix.set(android.graphics.ColorMatrix),"Assign the src colormatrix into this matrix, copying all of its values.",77,assign
1016,52753,"android.view.ViewGroup.onLayout(boolean,int,int,int,int)",Called from layout when this view should assign a size and position to each of its children.,9,\N
1017,33648,org.xml.sax.ext.Locator2Impl.setXMLVersion(java.lang.String),Assigns the current value of the version property.,77,assign
1018,39219,"android.graphics.Interpolator.setKeyFrame(int,int,float[])","Assign the keyFrame (specified by index) a time value and an array of key values (with an implicity blend array of [0, 0, 1, 1] giving linear transition to the next set of key values).",77,assign
1019,32078,org.omg.CORBA.IntHolder._read(org.omg.CORBA.portable.InputStream),Reads unmarshalled data from input and assigns it to the value field in this IntHolder object.,43,read
1020,36373,"android.appwidget.AppWidgetHostView.onLayout(boolean,int,int,int,int)",Called from layout when this view should assign a size and position to each of its children.,9,call
1021,14403,"java.util.Arrays.fill(float[],int,int,float)",Assigns the specified float value to each element of the specified range of the specified array of floats.,77,assign
1022,8380,java.lang.invoke.MethodHandles.arrayElementGetter(java.lang.Class<?>),Produces a method handle giving read access to elements of an array.,15,produce
1023,7336,java.io.WriteAbortedException.getMessage(),"Produce the message and include the message from the nested exception, if there is one.",15,produce
1024,8387,java.lang.invoke.MethodHandles.exactInvoker(java.lang.invoke.MethodType),"Produces a special invoker method handle which can be used to invoke any method handle of the given type, as if by invokeExact.",15,produce
1025,43345,android.media.ImageReader.getSurface(),Get a Surface that can be used to produce Images for this ImageReader.,54,get
1026,41126,"android.icu.text.CollationKey.getBound(int,int)",Produces a bound for the sort order of a given collation key and a strength level.,15,produce
1027,8407,"java.lang.invoke.MethodHandles.Lookup.findStatic(java.lang.Class<?>,java.lang.String,java.lang.invoke.MethodType)",Produces a method handle for a static method.,15,produce
1028,41562,"android.icu.text.MessageFormat.parseObject(java.lang.String,java.text.ParsePosition)",Parses text from a string to produce an object array or Map.,12,parse
1029,8386,"java.lang.invoke.MethodHandles.dropArguments(java.lang.invoke.MethodHandle,int,java.lang.Class<?>...)",Produces a method handle which will discard some dummy arguments before calling some other specified target method handle.,15,produce
1030,8378,java.lang.invoke.MethodHandleProxies.wrapperInstanceTarget(java.lang.Object),Produces or recovers a target method handle which is behaviorally equivalent to the unique method of this wrapper instance.,15,produce
1031,6489,"java.beans.PersistenceDelegate.initialize(java.lang.Class<?>,java.lang.Object,java.lang.Object,java.beans.Encoder)",Produce a series of statements with side effects on newInstance so that the new instance becomes equivalent to oldInstance.,15,produce
1032,9042,"java.net.DatagramSocketImpl.connect(java.net.InetAddress,int)",Connects a datagram socket to a remote destination.,34,connect
1033,22338,javax.sql.CommonDataSource.setLoginTimeout(int),Sets the maximum time in seconds that this data source will wait while attempting to connect to a database.,77,set
1034,7140,java.io.PipedWriter.connect(java.io.PipedReader),Connects this piped writer to a receiver.,34,connect
1035,9777,"java.nio.channels.AsynchronousSocketChannel.connect(java.net.SocketAddress,A,,? super A>)",Connects this channel.,34,connect
1036,44910,"android.net.SSLCertificateSocketFactory.createSocket(java.net.InetAddress,int)",Creates a socket and connects it to the specified port number at the specified address.,15,create
1037,9778,java.nio.channels.AsynchronousSocketChannel.connect(java.net.SocketAddress),Connects this channel.,34,connect
1038,37270,"android.content.ContextWrapper.bindService(android.content.Intent,android.content.ServiceConnection,int)","Connect to an application service, creating it if needed.",34,connect
1039,48006,android.service.autofill.AutofillService.onConnected(),Called when the Android system connects to service.,9,call
1040,54371,android.widget.AbsListView.onRemoteAdapterConnected(),Called back when the adapter connects to the RemoteViewsService.,9,call
1041,36468,"android.bluetooth.BluetoothDevice.connectGatt(android.content.Context,boolean,android.bluetooth.BluetoothGattCallback,int)",Connect to GATT Server hosted by this device.,34,connect
1042,24174,javax.swing.JLayer.isPaintingOrigin(),"Always returns true to cause painting to originate from JLayer, or one of its ancestors.",54,return
1043,47567,android.renderscript.RenderScript.RSErrorHandler.run(),"When an object implementing interface Runnable is used to create a thread, starting the thread causes the object's run method to be called in that separately executing thread.",53,\N
1044,29422,javax.swing.text.html.HTML.Tag.breaksFlow(),"Returns true if this tag causes a line break to the flow of data, otherwise returns false.",54,return
1045,52758,android.view.ViewGroup.setStaticTransformationsEnabled(boolean),"When this property is set to true, this ViewGroup supports static transformations on children; this causes getChildStaticTransformation(View, android.view.animation.Transformation) to be invoked when a child is drawn.",9,\N
1046,7859,java.lang.Process.waitFor(),"Causes the current thread to wait, if necessary, until the process represented by this Process object has terminated.",28,cause
1047,7829,"java.lang.Object.wait(long,int)","Causes the current thread to wait until another thread invokes the notify() method or the notifyAll() method for this object, or some other thread interrupts the current thread, or a certain amount of real time has elapsed.",28,wait
1048,33120,"org.omg.PortableInterceptor.IORInterceptor_3_0Operations.adapter_state_changed(org.omg.PortableInterceptor.ObjectReferenceTemplate[],short)","Called whenever the state of an object adapter changes, and the state change is not caused by an adapter manager.",9,call
1049,52817,android.view.ViewPropertyAnimator.zBy(float),This method will cause the View's z property to be animated by the specified value.,28,cause
